FirstName_75,LastName_75,Fitelo,Dietitian,15-Apr-26
FirstName_76,LastName_76,Home Clinic,Physiotherapist | Home Visits & Private Clinic,15-Apr-26
FirstName_77,LastName_77,Sanofi,Senior Analyst,15-Apr-26
FirstName_78,LastName_78,Wellness Forever Medicare Limited,Pharmacist,15-Apr-26
FirstName_79,LastName_79,Dr. Pimprikar Hospital,Sr Administrative Manager,15-Apr-26
FirstName_80,LastName_80,Centre for Sight,Assistant Operations Manager,15-Apr-26
FirstName_81,LastName_81,Ziff Davis Performance Marketing,Business Development Executive,15-Apr-26
FirstName_82,LastName_82,,,15-Apr-26
FirstName_83,LastName_83,Applied AI Consulting (AAIC),Business Intelligence Analyst,15-Apr-26
FirstName_84,LastName_84,Admiral Solutions,MI Analyst,15-Apr-26
FirstName_85,LastName_85,Tech Surya IT Solution,Data Analyst,15-Apr-26
FirstName_86,LastName_86,,,14-Apr-26
FirstName_87,LastName_87,Law Offices of Steven D. Kommor,Legal Intern,14-Apr-26
FirstName_88,LastName_88,datacareer.app 🤖,Data Quality & Insights Analyst,14-Apr-26
FirstName_89,LastName_89,Tata 1mg,Drug data analyst ,14-Apr-26
FirstName_90,LastName_90,1mg,Entrepreneur/ Founder,14-Apr-26
FirstName_91,LastName_91,Nebula,Associate SQL Developer,13-Apr-26
FirstName_92,LastName_92,Unified Mentor,Analyst,13-Apr-26
FirstName_93,LastName_93,Fortune Cloud Technologies Private Limited,Data Analyst,13-Apr-26
FirstName_94,LastName_94,,,13-Apr-26
FirstName_95,LastName_95,UPS Supply Chain Solutions,Administration Associate II Freight Forwarding Operations,12-Apr-26
FirstName_96,LastName_96,Adani International School,Middle School Coordinator ,12-Apr-26
FirstName_97,LastName_97,HDFC Life,Executive Trainee,12-Apr-26
FirstName_98,LastName_98,Tech Mahindra,Business Analyst,12-Apr-26
FirstName_99,LastName_99,Meditab Software Inc.,Full Stack Developer,11-Apr-26
FirstName_100,LastName_100,Freelance,Freelace Recruiter,11-Apr-26
FirstName_101,LastName_101,Clinton Community College,Acting President,10-Apr-26
FirstName_102,LastName_102,Adda Education,Career Counselor,10-Apr-26
FirstName_103,LastName_103,ADP,Senior Payroll Analyst,10-Apr-26
FirstName_104,LastName_104,Riverglass AI,AI Architect Librarian,10-Apr-26
FirstName_105,LastName_105,Policybazaar.com,Subject Matter Expert,10-Apr-26
FirstName_106,LastName_106,Hornbill Corporate Services (P) Ltd,Human Resources Executive,10-Apr-26
FirstName_107,LastName_107,H&R Block,Certified Service Professional,10-Apr-26
FirstName_108,LastName_108,Bayer,Senior Data Analyst | Data Engineering & Healthcare Analytics,9-Apr-26
FirstName_109,LastName_109,Commonwealth Bank,Technical Data Analyst,9-Apr-26
FirstName_110,LastName_110,EmPRO Insurance,Senior Data Analyst,8-Apr-26
FirstName_111,LastName_111,Housing Works,Data Manager,8-Apr-26
FirstName_112,LastName_112,"Graduate, Online & Professional Studies at UMass Lowell",Assistant Business and Data Analyst,8-Apr-26
FirstName_113,LastName_113,Moelis & Company,"Vice President, Data Science & AI",8-Apr-26
FirstName_114,LastName_114,Georgetown University,"Research Assistant, Brain and Language Lab",7-Apr-26
FirstName_115,LastName_115,EXL,Senior Executive,7-Apr-26
FirstName_116,LastName_116,Falcon Smart IT (FalconSmartIT),Senior Data Analyst,7-Apr-26
FirstName_117,LastName_117,Pristyn Care,Marketing Associate,7-Apr-26
FirstName_118,LastName_118,Qsek Solutions,Data Reporting Analyst,7-Apr-26
FirstName_119,LastName_119,,,7-Apr-26
FirstName_120,LastName_120,1DigitalStack,Data Analyst,7-Apr-26
FirstName_121,LastName_121,Tata 1mg,Senior Manager Strategic Initiatives,7-Apr-26
FirstName_122,LastName_122,Freelance | Self-Employed,Process Documenter,7-Apr-26
FirstName_123,LastName_123,Saint Joseph's Medical Center/St. Vincent's Hospital Westchester Division,Information Technology Help Desk Analyst,6-Apr-26
FirstName_124,LastName_124,ALKU,Account Manager,6-Apr-26
FirstName_125,LastName_125,Sausville Benson Financial,Financial Planner,6-Apr-26
FirstName_126,LastName_126,RapidCrew Solutions Inc.,Team Lead,6-Apr-26
FirstName_127,LastName_127,AS Trading ,Independent Trader (Equity & Crypto),6-Apr-26
FirstName_128,LastName_128,Cardinal Health,Data Analyst,6-Apr-26
FirstName_129,LastName_129,MKT logistics Solution,Data Analyst – Logistics & MIS Reporting,6-Apr-26
FirstName_130,LastName_130,Lupin Diagnostics Limited,Marketing Data Analyst,6-Apr-26
FirstName_131,LastName_131,"Next Leap Analytics Pvt. Ltd., Mumbai ",Content Curator,6-Apr-26
FirstName_132,LastName_132,,,6-Apr-26
FirstName_133,LastName_133,Zyoin Group,Talent Acquisition Associate,6-Apr-26
FirstName_134,LastName_134,Ravi Kumar Gupta and Sons,Billing Executive,6-Apr-26
FirstName_135,LastName_135,JATO Dynamics,Data Research Specialist,6-Apr-26
FirstName_136,LastName_136,PT Cakra Guna Karya Nusa,Organizational Development ( OD ) Specialist,6-Apr-26
FirstName_137,LastName_137,,,6-Apr-26
FirstName_138,LastName_138,Behavioral Health Services North (BHSN),Wellness Coach,6-Apr-26
FirstName_139,LastName_139,Woolworths Group,Assistant Department Manager,6-Apr-26
FirstName_140,LastName_140,Sasol,SAP S4/HANA Test Lead,5-Apr-26
FirstName_141,LastName_141,Sai Dhanvi Agile Corp,Chief Executive Officer,5-Apr-26
FirstName_142,LastName_142,The Data Analytics Institute,Growth & Partnership analyst,5-Apr-26
FirstName_143,LastName_143,HCAH India,SME,5-Apr-26
FirstName_144,LastName_144,Roche,Gestión de recursos humanos,5-Apr-26
FirstName_145,LastName_145,,,5-Apr-26
FirstName_146,LastName_146,Bombay Stock Exchange Brokers Forum,Summer Internship – Bombay Stock Exchange Brokers Forum,5-Apr-26
FirstName_147,LastName_147,English Quest,Data Analyst,5-Apr-26
FirstName_148,LastName_148,Bobble AI,Data Analyst Intern,5-Apr-26
FirstName_149,LastName_149,ALPFA Queens College,Marketing Team,5-Apr-26
FirstName_150,LastName_150,Realtooth,Head HR Function,4-Apr-26
FirstName_151,LastName_151,Promaynov Advisory Services Pvt. Ltd,Talent Acquisition,4-Apr-26
FirstName_152,LastName_152,datacareer.app 🤖,Data Quality & Insights Analyst Intern,4-Apr-26
FirstName_153,LastName_153,Tricolour Hospitals,Floor Coordinator ,4-Apr-26
FirstName_154,LastName_154,Sethu FC,Sports Physiotherapist,4-Apr-26
FirstName_155,LastName_155,1EQ Edutech Pvt Ltd,Software Developer,4-Apr-26
FirstName_156,LastName_156,University of Central Oklahoma,Graduate Research Assistant,3-Apr-26
FirstName_157,LastName_157,Saint Peter's University,Director of Data Science Programs,3-Apr-26
FirstName_158,LastName_158,AlmaBetter,Intern,3-Apr-26
FirstName_159,LastName_159,Elevate Legal Talent,Team Lead-Global Talent Acquisition ,3-Apr-26
FirstName_160,LastName_160,Valvoline Inc.,Valvoline,3-Apr-26
FirstName_161,LastName_161,NATIONAL INSTITUTE OF ELECTRONICS & INFORMATION TECHNOLOGY (NIELIT),Account and Admin Executive,3-Apr-26
FirstName_162,LastName_162,"Medline Industries, LP",Recruiter,3-Apr-26
FirstName_163,LastName_163,Patankar Farm Products,Social Media Manager,3-Apr-26
FirstName_164,LastName_164,"Manning Consulting, New Delhi (India)",Sourcing Specialist,3-Apr-26
FirstName_165,LastName_165,PSAG Technologies,Account Executive,3-Apr-26
FirstName_166,LastName_166,Clinton Community College,Director of Financial Aid,3-Apr-26
FirstName_167,LastName_167,UNION ROOFERS ADMINISTRATIVE FUND,Claims Manager,3-Apr-26
FirstName_168,LastName_168,DashboardWorx,Data Analyst Consultant,3-Apr-26
FirstName_169,LastName_169,Admiral Group Plc,Records Management Specialist,2-Apr-26
FirstName_170,LastName_170,AALCO TRANSPORT AND STORAGE,Logistics & Operations Support Associate,2-Apr-26
FirstName_171,LastName_171,Interstride,"Co-Founder, CEO @ Interstride",2-Apr-26
FirstName_172,LastName_172,South Korean local government- Paju-si,Administrative Assistant,2-Apr-26
FirstName_173,LastName_173,"Hillary Rodham Clinton Center for Citizenship, Leadership, and Democracy",Hillary Clinton Fellow,2-Apr-26
FirstName_174,LastName_174,Mbarara University of Science and Technology- Global Health Collaborative ,Administrative Assitant,2-Apr-26
FirstName_175,LastName_175,University of Maryland,Graduate Course Aide,2-Apr-26
FirstName_176,LastName_176,Chase,Data Analyst,2-Apr-26
FirstName_177,LastName_177,Global Environment Facility,Research Intern,2-Apr-26
FirstName_178,LastName_178,"Indiana University Luddy School of Informatics, Computing, and Engineering",Senior Associate Director of Career Coaching,2-Apr-26
FirstName_179,LastName_179,Numpy Ninja,Data Analyst,2-Apr-26
FirstName_180,LastName_180,Tata 1mg,Senior Operations Manager,2-Apr-26
FirstName_181,LastName_181,Dannemora Federal Credit Union,Business Development & Marketing Manager,2-Apr-26
FirstName_182,LastName_182,TripleTen,Data Analyst/ Science Trainee,2-Apr-26
FirstName_183,LastName_183,1EQ Tech,Executive Assistant to CEO,2-Apr-26
FirstName_184,LastName_184,Primus Partners Pvt Ltd,Public Sector Consulting Intern,2-Apr-26
FirstName_185,LastName_185,,,2-Apr-26
FirstName_186,LastName_186,datacareer.app 🤖,Data Analyst,2-Apr-26
FirstName_187,LastName_187,"The TJX Companies, Inc.",Merchandise Associate,2-Apr-26
FirstName_188,LastName_188,Medica,Configuration Business Analyst,2-Apr-26
FirstName_189,LastName_189,SkillCircle™,Data Analyst ,2-Apr-26
FirstName_190,LastName_190,Fitelo,Operations,2-Apr-26
FirstName_191,LastName_191,Diligence Gestion de Patrimoine | Gestion de patrimoine Manuvie inc.,Incoming  Summer 2026 Wealth Analyst,2-Apr-26
FirstName_192,LastName_192,V.N. CREDITS LIMITED,Credit Risk Analyst,2-Apr-26
FirstName_193,LastName_193,Admiral Solutions,Operations Team Member,2-Apr-26
FirstName_194,LastName_194,College Vidya,Affiliate & Partnership ,2-Apr-26
FirstName_195,LastName_195,ManipalCigna Health Insurance Company Ltd.,Assistant Manager - Underwriting,2-Apr-26
FirstName_196,LastName_196,Cognizant,SAP ISU Device Management Functional Consultant,2-Apr-26
FirstName_197,LastName_197,Admiral Group Plc,Training Manager,2-Apr-26
FirstName_198,LastName_198,Career Gear Manpower Solutions,Managing Director,2-Apr-26
FirstName_199,LastName_199,Wizfair Travels,Billing Executive,2-Apr-26
FirstName_200,LastName_200,Solvexis Consulting Pvt Ltd,Human Resources Associate,2-Apr-26
FirstName_201,LastName_201,Jivika Healthcare,Assistant Manager - Partnerships,2-Apr-26
FirstName_202,LastName_202,Max Healthcare,Internship Trainee,2-Apr-26
FirstName_203,LastName_203,noon,Assistant Manager,2-Apr-26
FirstName_204,LastName_204,Startek,Collection Agent,2-Apr-26
FirstName_205,LastName_205,,,2-Apr-26
FirstName_206,LastName_206,Vatech India Pvt. Ltd.,Marketing Assistant,2-Apr-26
FirstName_207,LastName_207,,,2-Apr-26
FirstName_208,LastName_208,Hexaview Technologies Inc.,Senior Specialist - Customer Implementation,2-Apr-26
FirstName_209,LastName_209,PKF T R Upadhya & Co.,Audit Associate,2-Apr-26
FirstName_210,LastName_210,Sodexo,Catering Captain,2-Apr-26
FirstName_211,LastName_211,ATOZ INTERNATIONAL SOLUTIONS,Director,2-Apr-26
FirstName_212,LastName_212,Targray,Data Analyst,2-Apr-26
FirstName_213,LastName_213,Chick-fil-A Restaurants,Front of House Team Member,2-Apr-26
FirstName_214,LastName_214,InternCareerPath,Data Engineer (Project-Based),2-Apr-26
FirstName_215,LastName_215,Camille’s Treasure Thailand,Entrepreneur,2-Apr-26
FirstName_216,LastName_216,XL KPO Services,Senior Business Development Executive,2-Apr-26
FirstName_217,LastName_217,Hydrolux Detailing,Automotive Detailer,2-Apr-26
FirstName_218,LastName_218,New York Life Insurance Company,Insurance Agent Intern,2-Apr-26
FirstName_219,LastName_219,TaskUs,Teammate,1-Apr-26
FirstName_220,LastName_220,GlobalFoundries,Product Marketing Intern,1-Apr-26
FirstName_221,LastName_221,Tampa General Hospital,Clinical Research Associate (Emergency Medicine),1-Apr-26
FirstName_222,LastName_222,Smile Secure,Chief Operating Officer,1-Apr-26
FirstName_223,LastName_223,Syracuse University,Research Analyst,1-Apr-26
FirstName_224,LastName_224, Self-Directed | Remote,"Senior Data Analyst | Business Analytics, KPI Strategy & Decision Support",1-Apr-26
FirstName_225,LastName_225,ICG Medical,Data Analyst,1-Apr-26
FirstName_226,LastName_226,datacareer.app 🤖,Data Quality and Insights Analyst,1-Apr-26
FirstName_227,LastName_227,Odoo,Account Executive,1-Apr-26
FirstName_228,LastName_228,Turnkey Workplace Services,Accounting Specialist,1-Apr-26
FirstName_229,LastName_229,,,1-Apr-26
FirstName_230,LastName_230,,,1-Apr-26
FirstName_231,LastName_231,Icahn School of Medicine at Mount Sinai,Associate Researcher,1-Apr-26
FirstName_232,LastName_232,VIP (Vermont Information Processing),Software/Technical Analyst,1-Apr-26
FirstName_233,LastName_233,Interior Design ,Human Resources Assistant,1-Apr-26
FirstName_234,LastName_234,DAIM AUTOS LLC,Staff Accountant,1-Apr-26
FirstName_235,LastName_235,Superwave Communication and Infrasolution Private Limited,Data Analyst,1-Apr-26
FirstName_236,LastName_236,Mayo Clinic,Senior Data Science Analyst,1-Apr-26
FirstName_237,LastName_237,Finodha.in,Team Leader,1-Apr-26
FirstName_238,LastName_238,Capital One,Senior Full Stack Developer,1-Apr-26
FirstName_239,LastName_239,Daloopa,Financial Analyst,1-Apr-26
FirstName_240,LastName_240,"KGS Technology Group, Inc",Data Analyst,1-Apr-26
FirstName_241,LastName_241,Codec Technologies India,Data Science Intern,1-Apr-26
FirstName_242,LastName_242,Cool Home,Business Analyst,1-Apr-26
FirstName_243,LastName_243,,,1-Apr-26
FirstName_244,LastName_244,V-Mart Retail Ltd.,Assistant Manager,1-Apr-26
FirstName_245,LastName_245,MVP Studio,Business Intelligence Developer/ Data Analyst(Property Analysis Project),1-Apr-26
FirstName_246,LastName_246,JLL,Financial Analyst,31-Mar-26
FirstName_247,LastName_247,TD,Retail Banker,31-Mar-26
FirstName_248,LastName_248,InterSystems,Application Specialist,31-Mar-26
FirstName_249,LastName_249,KinderCare Learning Companies,Recruiting Coordinator 2,31-Mar-26
FirstName_250,LastName_250,Fiserv,ServiceNow Developer,31-Mar-26
FirstName_251,LastName_251,,,31-Mar-26
FirstName_252,LastName_252,Premier Hospital,Manager on Duty,31-Mar-26
FirstName_253,LastName_253,,,30-Mar-26
FirstName_254,LastName_254,DataBank,Data Center Technician,30-Mar-26
FirstName_255,LastName_255,GBC Investment Club,Treasurer,30-Mar-26
FirstName_256,LastName_256,State University of New York College at Plattsburgh,"Director, Career Development Center",30-Mar-26
FirstName_257,LastName_257,iConsult Collaborative at Syracuse University,Data Analyst,30-Mar-26
FirstName_258,LastName_258,Dell Technologies,"Advisor, Data Science ",30-Mar-26
FirstName_259,LastName_259,"Lichten & Liss-Riordan, P.C.",Senior Data Analyst,30-Mar-26
FirstName_260,LastName_260,Nassau Financial Group,IT Test and Data Analyst,29-Mar-26
FirstName_261,LastName_261,IEEE BPIT,Member,29-Mar-26
FirstName_262,LastName_262,Binghamton University,Student Assistant,29-Mar-26
FirstName_263,LastName_263,Prodigy InfoTech,Machine Learning Intern,29-Mar-26
FirstName_264,LastName_264,US Federal Government,Budget Analyst,28-Mar-26
FirstName_265,LastName_265,Pinnacle Financial Partners,Senior Data Analyst,28-Mar-26
FirstName_266,LastName_266,Metered Energy,Data and Billing Analyst,28-Mar-26
FirstName_267,LastName_267,Illinois State Water Survey,Business Intelligence Engineer,28-Mar-26
FirstName_268,LastName_268,7-Eleven,Retail Store Manager,28-Mar-26
FirstName_269,LastName_269,Woolworths Supermarkets,Customer Service Team Member,28-Mar-26
FirstName_270,LastName_270,ECCO,Retail Salesperson,27-Mar-26
FirstName_271,LastName_271,Spuerkeess,Project Manager,27-Mar-26
FirstName_272,LastName_272,Numpy Ninja,Data Analyst,27-Mar-26
FirstName_273,LastName_273,SUNY Polytechnic Institute,Data Science Research Associate,26-Mar-26
FirstName_274,LastName_274,U.S. Bank,Senior Data Analyst,26-Mar-26
FirstName_275,LastName_275,PragmaticITInc,Data Engineer/ BI Analyst,26-Mar-26
FirstName_276,LastName_276,Freelance,GCP Data Engineer,26-Mar-26
FirstName_277,LastName_277,,,26-Mar-26
FirstName_278,LastName_278,Kasselman Solar,Data and Automation intern,26-Mar-26
FirstName_279,LastName_279,UCare,CCO Senior Business Analyst,26-Mar-26
FirstName_280,LastName_280,New York State Education Department,Data Analyst,26-Mar-26
FirstName_281,LastName_281,"NGenious Solutions, Inc",Data Analyst,26-Mar-26
FirstName_282,LastName_282,Vera Bradley,Retail Sales Associate,26-Mar-26
FirstName_283,LastName_283,Arrow Financial Corporation,Fraud Senior Specialist,26-Mar-26
FirstName_284,LastName_284,OTT Consulting LLC,Senior Talent Acquisition Specialist,26-Mar-26
FirstName_285,LastName_285,Woolworths Supermarkets,Overnight Stocker,26-Mar-26
FirstName_286,LastName_286,,,26-Mar-26
FirstName_287,LastName_287,Dilcare Pharmaceuticals (pvt) Ltd.,Information Technology Manager,26-Mar-26
FirstName_288,LastName_288,TheGuarantors,Claims Manager,26-Mar-26
FirstName_289,LastName_289,Salud Revenue Partners,Business Intelligence Analyst,26-Mar-26
FirstName_290,LastName_290,Get Hire Technologies Inc. Healthfirst,Business Analyst,25-Mar-26
FirstName_291,LastName_291,The Sagamore,Co-Tennis Professional,25-Mar-26
FirstName_292,LastName_292,Clinton County,Information Technology Intern,25-Mar-26
FirstName_293,LastName_293,Basey Insurance,Data Analyst Intern,25-Mar-26
FirstName_294,LastName_294,datacareer.app 🤖,Insights Data Analyst Intern,25-Mar-26
FirstName_295,LastName_295,KeyPoint Technologies,Analytics Engineer,25-Mar-26
FirstName_296,LastName_296,Expert embedded solutions,Embedded Systems Intern,25-Mar-26
FirstName_297,LastName_297,University of Phoenix,Senior BI Analyst,25-Mar-26
FirstName_298,LastName_298,Numpy Ninja,Data Analyst,25-Mar-26
FirstName_299,LastName_299,Salesforce,Data Engineer,25-Mar-26
FirstName_300,LastName_300,"Mar Augusthinose College, Ramapuram",Marketing Head in IEDC MAC,25-Mar-26
FirstName_301,LastName_301,Syracuse University,Data Analytics Reseach Assistant,25-Mar-26
FirstName_302,LastName_302,ex.Radial,Business Analyst,25-Mar-26
FirstName_303,LastName_303,Turning Stone Enterprises,Associate Data Scientist,25-Mar-26
FirstName_304,LastName_304,Sausville Benson Financial,Financial Strategist,25-Mar-26
FirstName_305,LastName_305,Barclays,Fraud Analyst,25-Mar-26
FirstName_306,LastName_306,Cushman & Wakefield,Business Intelligence Analyst,25-Mar-26
FirstName_307,LastName_307,NYS Office for People With Developmental Disabilities,Data Analyst,25-Mar-26
FirstName_308,LastName_308,First Horizon Bank,Senior AI Data Engineer,25-Mar-26
FirstName_309,LastName_309,Clark University,Teaching Assistant - BAN 5501,25-Mar-26
FirstName_310,LastName_310,Pioneer Management Consulting,Lead Data Analyst,25-Mar-26
FirstName_311,LastName_311,Parts Town,Business Analyst,25-Mar-26
FirstName_312,LastName_312,NYS Office of Mental Health,Business Intelligence Analyst,25-Mar-26
FirstName_313,LastName_313,American Airlines,Analyst - Operations & Technology,25-Mar-26
FirstName_314,LastName_314,Community Dreams Foundation,Data Analyst,25-Mar-26
FirstName_315,LastName_315,Public Consulting Group,Principal Healthcare Analyst,25-Mar-26
FirstName_316,LastName_316,SharkNinja,Data Migration Analyst,25-Mar-26
FirstName_317,LastName_317,OMD,"Associate, Data Operations",25-Mar-26
FirstName_318,LastName_318,Greenlight MSP,Business Analyst,25-Mar-26
FirstName_319,LastName_319,Aptia Group,Senior Analyst,25-Mar-26
FirstName_320,LastName_320,Freak VR,Customer Service & Admin Assistant,25-Mar-26
FirstName_321,LastName_321,House Care,Business Intelligence Developer,25-Mar-26
FirstName_322,LastName_322,DREAM,Education Leadership Intern,25-Mar-26
FirstName_323,LastName_323,Capgemini,Consultant,25-Mar-26
FirstName_324,LastName_324,Amazon,Senior Business Analyst,25-Mar-26
FirstName_325,LastName_325,vivo India,Quality Analyst,25-Mar-26
FirstName_326,LastName_326,Chegg Inc.,Data Science & AI Expert ,25-Mar-26
FirstName_327,LastName_327,Empire Circuits LLC,Data Science Intern,25-Mar-26
FirstName_328,LastName_328,The THRIVE Project,Data Analyst(Volunteer),25-Mar-26
FirstName_329,LastName_329,Metro Petroleum,Store Manager,25-Mar-26
FirstName_330,LastName_330,Allianz,North America Commercial Claims Relationship Manager,25-Mar-26
FirstName_331,LastName_331,Great American Insurance Group,Business Intelligence Analyst,25-Mar-26
FirstName_332,LastName_332,Overtime,Accounting Coordinator,25-Mar-26
FirstName_333,LastName_333,1DigitalStack,Business Analyst,25-Mar-26
FirstName_334,LastName_334,The Oberoi Group,Intern,25-Mar-26
FirstName_335,LastName_335,Get Hire Technologies Inc. / HealthEZ ,Data Analyst,25-Mar-26
FirstName_336,LastName_336,datacareer.app 🤖,Data Quality and Insights Analyst Intern,25-Mar-26
FirstName_337,LastName_337,DonorSearch,Data Scientist,25-Mar-26
FirstName_338,LastName_338,Holcim Australia,Customer Service & Logistics Coordinator,25-Mar-26
FirstName_339,LastName_339,Clarkson University,Graduate Research Assistant,25-Mar-26
FirstName_340,LastName_340,University at Albany,Data Analyst,25-Mar-26
FirstName_341,LastName_341,Erie Insurance Group,IT Analyst - Data Research and Analytics,25-Mar-26
FirstName_342,LastName_342,HIBBS,Laboratory Technician,25-Mar-26
FirstName_343,LastName_343,The Campbell's Company,Sr. Data Scientist,25-Mar-26
FirstName_344,LastName_344,Suffolk University,Graduate Fellow,25-Mar-26
FirstName_345,LastName_345,Levy Restaurants,Bar Back,25-Mar-26
